S.No,StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,StationName,City,State,Status,Region,Month,Year,Season,Weekday_or_weekend,Regular_day_or_holiday,AQ_Acceptability
1,AP001,25-11-2017,81.4,124.5,1.44,20.5,12.08,10.72,0.12,15.24,127.09,0.2,6.5,0.06,184,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,11. Nov,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
2,AP001,26-11-2017,78.32,129.06,1.26,26,14.85,10.28,0.14,26.96,117.44,0.22,7.95,0.08,197,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,11. Nov,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
3,AP001,27-11-2017,88.76,135.32,6.6,30.85,21.77,12.91,0.11,33.59,111.81,0.29,7.63,0.12,198,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,11. Nov,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
4,AP001,28-11-2017,64.18,104.09,2.56,28.07,17.01,11.42,0.09,19,138.18,0.17,5.02,0.07,188,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,11. Nov,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
5,AP001,29-11-2017,72.47,114.84,5.23,23.2,16.59,12.25,0.16,10.55,109.74,0.21,4.71,0.08,173,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,11. Nov,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
6,AP001,30-11-2017,69.8,114.86,4.69,20.17,14.54,10.95,0.12,14.07,118.09,0.16,3.52,0.06,165,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,11. Nov,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
7,AP001,01-12-2017,73.96,113.56,4.58,19.29,13.97,10.95,0.1,13.9,123.8,0.17,2.85,0.04,191,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
8,AP001,02-12-2017,89.9,140.2,7.71,26.19,19.87,13.12,0.1,19.37,128.73,0.25,2.79,0.07,191,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
9,AP001,03-12-2017,87.14,130.52,0.97,21.31,12.12,14.36,0.15,11.41,114.8,0.23,3.82,0.04,227,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
10,AP001,04-12-2017,84.64,125,4.02,26.98,17.58,14.41,0.18,9.84,112.41,0.31,3.53,0.09,168,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
11,AP001,05-12-2017,88.36,121.77,3.7,20.23,13.75,13.72,0.12,14.02,117.93,0.24,2.92,0.03,198,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
12,AP001,06-12-2017,96.83,139.36,1.6,25.65,14.99,15.12,0.11,16.54,117.21,0.29,4.45,0.07,201,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
13,AP001,07-12-2017,117.46,181.64,4.26,41.1,25.32,17.34,0.13,28.79,94.63,0.36,6.21,0.17,252,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
14,AP001,08-12-2017,122.88,208.86,5.56,54.87,33.71,17.96,0.27,22.97,68.6,0.36,6.28,0.21,310,Very Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
15,AP001,09-12-2017,74.28,141.22,6.1,44.97,28.88,15.73,0.09,21.9,60.62,0.26,4.79,0.16,196,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
16,AP001,10-12-2017,50.32,102.77,1.73,33.85,19.41,12.56,0.1,13.65,68.15,0.2,4.29,0.1,132,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
17,AP001,11-12-2017,58.47,115.27,4.93,41.64,26.15,15.2,0.16,18.37,73.75,0.23,5.51,0.16,147,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
18,AP001,12-12-2017,89.35,131.48,7.97,42.1,28.88,21.24,0.24,7.42,44.67,0.28,7.01,0.19,179,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
19,AP001,13-12-2017,64.42,99.74,7.2,34.78,24.36,17.63,0.15,5.81,50.16,0.24,6.11,0.14,145,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
20,AP001,14-12-2017,69.4,98.94,5.81,29.97,20.67,19.34,0.14,5.8,55,0.23,5.09,0.14,115,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
21,AP001,15-12-2017,71.07,109.65,4.19,25,16.7,16,0.1,8.33,79.04,0.18,3.45,0.07,140,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
22,AP001,16-12-2017,79.76,129.81,8.77,40.92,28.84,15.56,0.17,8.51,73.17,0.24,4.41,0.13,156,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
23,AP001,17-12-2017,108.06,167.62,7.29,47.05,30.94,18.52,0.08,16.05,70.74,0.31,4.32,0.24,225,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
24,AP001,18-12-2017,100.75,172.04,7.63,53.94,33.45,18.49,0.11,14.05,59.2,0.26,3.77,0.19,251,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
25,AP001,19-12-2017,106.25,171.56,2.74,43.09,21.78,19.66,0.13,15.45,66.9,0.28,3.13,0.18,228,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
26,AP001,20-12-2017,83.79,141.83,6.77,47.47,30.74,17.37,0.3,13.35,77.54,0.29,3.7,0.15,223,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
27,AP001,21-12-2017,79.98,147.74,7.02,49.55,32.07,17.28,0.14,13.58,79.71,0.33,3.95,0.19,170,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
28,AP001,22-12-2017,76.27,152.59,7.51,56,35.9,19.53,0.15,29.88,56.97,0.29,4.44,0.19,165,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
29,AP001,23-12-2017,86.5,147.95,5.24,42,26.6,20.78,0.15,11.85,73.09,0.31,3.9,0.17,159,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
30,AP001,24-12-2017,100.62,167.75,3.75,47.68,28.41,23.68,0.22,10.85,62.78,0.34,4.81,0.29,232,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
31,AP001,25-12-2017,110.73,171.47,1.69,31.06,17.89,21.66,0.1,12.23,76.07,0.33,3.96,0.16,242,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Holiday (or Festival),Unacceptable
32,AP001,26-12-2017,107.7,170.21,4.97,43.54,27.2,22.52,0.17,18.07,64.6,0.33,4.01,0.16,274,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
33,AP001,27-12-2017,104.81,192.2,9.59,63.48,41.57,21.06,0.23,17.01,63.87,0.38,4.1,0.36,259,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
34,AP001,28-12-2017,89.95,175.16,10.95,64.53,43.23,18.87,0.27,15.52,62.49,0.36,4.12,0.23,225,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
35,AP001,29-12-2017,74.58,138.6,6.14,46.65,29.81,18.2,0.17,9.47,67.11,0.32,3.76,0.18,177,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekday,Regular day,Unacceptable
36,AP001,30-12-2017,56.68,109.33,4.6,33.26,21.44,16.86,0.1,8.26,66.91,0.25,3.28,0.14,120,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
37,AP001,31-12-2017,61.03,131.62,5.51,39.5,25.49,17.82,0.08,11.45,61.91,0.33,4.16,0.19,120,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,12. Dec,2017,4. Post-Monsoon,Weekend,Regular day,Unacceptable
38,AP001,01-01-2018,59.03,108.83,3.45,23.36,15.23,18.03,0.09,26.05,87.55,0.23,3.2,0.09,120,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
39,AP001,02-01-2018,61.88,109.82,3.87,23.14,15.45,19.57,0.09,12.81,81.38,0.2,3.84,0.04,132,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
40,AP001,03-01-2018,71.57,137.48,5.01,39.99,25.36,25.61,0.09,16.82,80.3,0.24,6.55,0.11,136,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
41,AP001,04-01-2018,92.44,174.75,5.84,53.79,33.36,19.45,0.11,16.93,71.09,0.3,7.23,0.23,182,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
42,AP001,05-01-2018,92.9,162.69,6.38,56.39,35.19,21.02,0.08,23.11,68.79,0.29,7.88,0.2,222,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
43,AP001,06-01-2018,85.15,151.97,11.05,61.55,41.72,18.71,0.07,11.86,90.8,0.26,7.14,0.16,230,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
44,AP001,07-01-2018,81.47,145.68,6.45,46.9,30.18,20.18,0.07,9.63,96.49,0.25,7.26,0.15,224,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
45,AP001,08-01-2018,81.58,132.66,3.97,34.93,21.81,21.59,0.09,12.81,118.91,0.29,6.16,0.15,217,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
46,AP001,09-01-2018,79.56,146.64,4.44,37.58,23.6,17.71,0.05,17.77,137.61,0.05,1.1,0.02,230,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
47,AP001,10-01-2018,87.43,155.95,3.9,37.31,23.02,22.35,0.1,13.4,121.72,0.1,1.93,0.01,229,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
48,AP001,11-01-2018,87.33,153.97,3.95,42.52,25.82,23.66,0.08,35.39,106.17,0.22,6.61,0.07,229,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
49,AP001,12-01-2018,110.39,182.54,4.54,52.24,31.49,24.74,0.04,36.01,82.2,0.28,8.48,0.12,235,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
50,AP001,13-01-2018,77.51,125.01,3.85,36.41,22.49,20.06,0.05,14.36,72.16,0.19,7.12,0.07,214,Poor,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
51,AP001,14-01-2018,86.96,129.99,3.65,28.32,18.03,21.23,0.05,4.83,62.6,0.23,6.93,0.07,186,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Holiday (or Festival),Unacceptable
52,AP001,15-01-2018,76.29,115.53,2.96,21.35,13.75,20.38,0.05,8.75,69.99,0.18,7.71,0.07,172,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
53,AP001,16-01-2018,67.06,100.34,3.22,20.25,13.29,18.78,0.06,4.7,54.92,0.15,6.52,0.07,138,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
54,AP001,17-01-2018,68.34,104.45,3.71,26.26,16.99,20.29,0.06,6.43,45.63,0.15,6.54,0.07,125,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
55,AP001,18-01-2018,66.28,117.3,7.36,45.13,29.99,21.68,0.05,7.21,45.97,0.19,6.81,0.1,132,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
56,AP001,19-01-2018,64.98,116.14,6.98,45.4,29.83,21.32,0.06,8.83,50.28,0.18,6.79,0.14,111,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
57,AP001,20-01-2018,75.46,132.84,9.56,56.53,37.84,21.88,0.13,30.48,51.98,0.2,6.58,0.14,137,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
58,AP001,21-01-2018,81.58,141.85,4.99,38.15,24.35,19.33,0.05,11.04,59.76,0.16,5.83,0.07,172,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
59,AP001,22-01-2018,78.27,142.86,5.98,45.36,29.01,19.12,0.06,10.32,58.53,0.16,5.57,0.06,160,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
60,AP001,23-01-2018,79.01,138.14,6.16,45.43,29.17,20.29,0.06,10.18,58.04,0.18,5.76,0.07,163,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
61,AP001,24-01-2018,77.98,137.31,5.09,44.96,28.04,21.11,0.06,7.22,50.69,0.17,6.37,0.08,165,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
62,AP001,25-01-2018,77.96,155.73,8.4,59.92,38.7,23.45,0.06,31.01,40.77,0.18,7.39,0.13,139,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
63,AP001,26-01-2018,79.04,143.38,6.19,43.61,28.23,26,0.08,8.67,45.46,0.19,7.14,0.1,176,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Holiday (or Festival),Unacceptable
64,AP001,27-01-2018,77.78,131.14,6.1,43.84,28.33,26.3,0.09,7.62,43.26,0.18,6.61,0.07,162,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
65,AP001,28-01-2018,76.48,131.86,4.06,33.37,21.04,22.05,0.06,7.49,45.71,0.16,4.43,0.06,160,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekend,Regular day,Unacceptable
66,AP001,29-01-2018,74.2,135.97,4.3,35.82,22.55,20.24,0.07,12.16,53,0.15,4.24,0.05,142,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
67,AP001,30-01-2018,78.23,140.66,5.36,45.76,28.7,21.73,0.05,12.45,45.35,0.19,4.83,0.08,172,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
68,AP001,31-01-2018,68.53,147.48,8.28,61.52,39.46,19.74,0.04,23.68,37.99,0.18,5.11,0.11,134,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,01. Jan,2018,1. Winter,Weekday,Regular day,Unacceptable
69,AP001,01-02-2018,62.08,152.59,10.08,62.18,41.29,19.42,0.05,8.97,34.93,0.16,4.65,0.13,136,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
70,AP001,02-02-2018,50.64,130.36,6.48,45.52,29.49,19.89,0.07,10.61,40.57,0.18,3.9,0.11,130,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
71,AP001,03-02-2018,44.21,119.52,3.63,34.37,21.23,23.31,0.07,5.86,31.73,0.09,3.54,0.06,111,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Unacceptable
72,AP001,04-02-2018,50.71,115.65,7.91,35.16,25.13,11.19,0.06,8.16,32.58,0.13,3.19,0.08,117,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Unacceptable
73,AP001,05-02-2018,42.27,100.54,4.95,30.69,20.33,13.4,0.66,8.99,32.18,0.12,2.8,0.09,102,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
74,AP001,06-02-2018,39.41,101.1,3.21,28.53,17.83,17.9,0.81,5.86,28.72,0.12,3.07,0.11,108,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
75,AP001,07-02-2018,50.56,116.89,6.93,37.27,25.44,11.05,0.97,5.25,23.36,0.08,2.3,0.1,99,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Acceptable
76,AP001,08-02-2018,50.54,120.05,2.91,26.96,16.74,13.02,0.9,17.9,36.66,0.1,2.28,0.21,121,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
77,AP001,09-02-2018,26.22,62.82,2.24,20.1,12.54,12.32,0.61,8.25,23.74,0.07,3.07,0.12,86,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Acceptable
78,AP001,10-02-2018,31.83,66.74,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64,0.11,57,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Acceptable
79,AP001,11-02-2018,70.26,112.29,0.4,11.87,6.57,13.05,0.62,7.29,31.4,0.06,2.1,0.1,107,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Unacceptable
80,AP001,12-02-2018,59.47,99.73,0.54,12.85,7.18,11.94,0.68,7.62,30.57,0.04,1.88,0.11,118,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
81,AP001,13-02-2018,58.71,99.04,0.41,13.88,7.62,11.99,0.86,6.89,36.2,0.12,1.84,0.1,110,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
82,AP001,14-02-2018,56.29,107.96,0.25,16.71,9.02,10.89,0.95,12.91,48.39,0.16,2.37,0.1,114,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
83,AP001,15-02-2018,50.41,118.62,1.68,25.6,15.01,20.24,0.69,11.81,33.46,0.17,3.82,0.11,111,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
84,AP001,16-02-2018,57.53,128.81,1.94,25.03,14.88,33.72,0.78,25.39,31.15,0.15,3.02,0.14,117,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
85,AP001,17-02-2018,43.82,97.19,1.45,16.01,9.45,22.52,0.67,17.62,27.62,0.09,2.52,0.12,107,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Unacceptable
86,AP001,18-02-2018,42.71,80.24,15.9,17.35,22.25,24.68,0.49,9.53,30.68,0.1,3.09,0.12,87,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Acceptable
87,AP001,19-02-2018,54.73,94.12,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23,0.15,89,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Acceptable
88,AP001,20-02-2018,50.91,99.84,4.55,16.33,12.39,23.18,0.64,10.34,26.24,0.1,2.51,0.1,97,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Acceptable
89,AP001,21-02-2018,38.5,106.7,4.5,16.82,12.69,19.54,0.58,11.02,26.62,0.1,2.68,0.11,100,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Acceptable
90,AP001,22-02-2018,32.21,107.43,7.39,17.33,15.32,18.13,0.6,11.81,24.84,0.12,3.28,0.13,105,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
91,AP001,23-02-2018,35.36,107.25,6.13,17.75,14.52,16.57,0.85,10.87,23.99,0.09,2.92,0.2,114,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
92,AP001,24-02-2018,59.65,127.26,8.21,19.14,16.94,20.46,0.7,10.82,21.64,0.16,2.67,0.15,116,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekend,Regular day,Unacceptable
95,AP001,27-02-2018,39.52,113.31,19.35,21.18,27,18.5,0.81,15.02,18.8,0.15,2.65,0.2,116,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
96,AP001,28-02-2018,43.08,116.06,5.34,19.02,14.54,22.46,0.79,22.7,25.64,0.09,2.16,0.12,108,Moderate,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,02. Feb,2018,1. Winter,Weekday,Regular day,Unacceptable
97,AP001,01-03-2018,38.1,97,7.1,22.21,17.68,19.27,0.79,13.89,22.73,0.06,2.12,0.11,100,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,03. Mar,2018,2. Summer,Weekday,Regular day,Acceptable
98,AP001,02-03-2018,33.08,83.16,5.37,18.83,14.38,14.52,0.72,8.98,23.63,0.05,2.04,0.1,92,Satisfactory,"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,Active,5. Western,03. Mar,2018,2. Summer,Weekday,Regular day,Acceptable
